function_type,name,return_type,param_names,param_types,description
aggregate,last,same_as_input,arg,any,Returns the last value of a column. This function is affected by ordering.
aggregate,approx_quantile,timestamp with time zone,"x,pos","timestamp with time zone,float",Computes the approximate quantile using T-Digest.
aggregate,argmax,timestamp with time zone,"arg,val","timestamp with time zone,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,blob,"arg,val","blob,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,blob,"arg,val","blob,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,same_as_input,"arg,val","any,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,integer,"arg,val","integer,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,double,"arg,val","double,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp,"arg,val","timestamp,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,blob,"arg,val","blob,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,double,"arg,val","double,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,bigint,"arg,val","bigint,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,bigint,"arg,val","bigint,timestamp with time zone",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,blob,"arg,val","blob,timestamp",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,same_as_input,"arg,val","any,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,same_as_input,"arg,val","any,date",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,double,"arg,val","double,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,varchar,"arg,val","varchar,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,date,"arg,val","date,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,decimal,"arg,val","decimal,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,decimal,"arg,val","decimal,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,bigint,"arg,val","bigint,double",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,bigint,"arg,val","bigint,timestamp with time zone",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,double,"arg,val","double,date",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp,"arg,val","timestamp,hugeint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,bigint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,varchar",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,timestamp with time zone",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,blob",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,"arg,col1,col2","integer,integer,integer",Returns a bitstring with bits set for each distinct value.
aggregate,count_star,bigint,,,
scalar,array_negative_dot_product,float,"array1,array2","array<float>,array<float>",Compute the negative inner product between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,year,bigint,ts,date,Extract the year component from a date or timestamp
scalar,xor,smallint,"left,right","smallint,smallint",Bitwise XOR
scalar,xor,integer,"left,right","integer,integer",Bitwise XOR
scalar,xor,hugeint,"left,right","hugeint,hugeint",Bitwise XOR
scalar,current_query,varchar,,,Returns the current query as a string
scalar,unpivot_list,list,,,"Identical to list_value, but generated as part of unpivot for better error messages"
scalar,day,bigint,ts,interval,Extract the day component from a date or timestamp
scalar,dayofweek,bigint,ts,date,Extract the dayofweek component from a date or timestamp
scalar,decade,bigint,ts,date,Extract the decade component from a date or timestamp
scalar,decade,bigint,ts,interval,Extract the decade component from a date or timestamp
scalar,decade,bigint,ts,timestamp,Extract the decade component from a date or timestamp
scalar,equi_width_bins,array,"min,max,bin_count,nice_rounding","double,double,bigint,boolean",Generates bin_count equi-width bins between the min and max. If enabled nice_rounding makes the numbers more readable/less jagged
scalar,format,varchar,format,varchar,Formats a string using fmt syntax
scalar,from_json,same_as_input,"col0,col1","json,varchar",
scalar,icu_collate_ar_sa,varchar,col0,varchar,
scalar,icu_collate_bs,varchar,col0,varchar,
scalar,icu_collate_et,varchar,col0,varchar,
scalar,icu_collate_is,varchar,col0,varchar,
scalar,icu_collate_kok,varchar,col0,varchar,
scalar,icu_collate_ml,varchar,col0,varchar,
scalar,icu_collate_mr,varchar,col0,varchar,
scalar,icu_collate_ro,varchar,col0,varchar,
scalar,icu_collate_sq,varchar,col0,varchar,
scalar,icu_collate_ur,varchar,col0,varchar,
scalar,isodow,bigint,ts,timestamp,Extract the isodow component from a date or timestamp
scalar,jaro_similarity,double,"str1,str2","varchar,varchar",The Jaro similarity between two strings. Different case is considered different. Returns a number between 0 and 1
scalar,json_contains,boolean,"col0,col1","json,json",
scalar,json_extract_path,json,"col0,col1","varchar,varchar",
scalar,json_extract_path_text,array,"col0,col1","json,array",
scalar,json_type,varchar,col0,varchar,
scalar,len,bigint,string,bit,Number of characters in string.
scalar,len,bigint,string,array,Number of characters in string.
scalar,to_milliseconds,interval,double,double,Construct a millisecond interval
scalar,to_millennia,interval,integer,integer,Construct a millenium interval
scalar,list_aggr,same_as_input,"list,name","array,varchar",Executes the aggregate function name on the elements of list
scalar,to_binary,varchar,value,uhugeint,Converts the value to binary representation
scalar,timezone_hour,bigint,ts,interval,Extract the timezone_hour component from a date or timestamp
scalar,subtract,float,"col0,col1","float,float",
scalar,subtract,interval,col0,interval,
scalar,monthname,varchar,ts,timestamp with time zone,The (English) name of the month
scalar,multiply,float,"col0,col1","float,float",
scalar,multiply,utinyint,"col0,col1","utinyint,utinyint",
scalar,nanosecond,bigint,tsns,timestamp with time zone,Extract the nanosecond component from a date or timestamp
scalar,quarter,bigint,ts,interval,Extract the quarter component from a date or timestamp
scalar,regexp_split_to_array,array,"string,separator,col2","varchar,varchar,varchar",Splits the string along the regex
scalar,setseed,null,col0,double,Sets the seed to be used for the random function
aggregate,quantile_cont,smallint,"x,pos","smallint,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,min_by,integer,"arg,val","integer,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,double,"arg,val","double,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,varchar,"arg,val","varchar,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,date,"arg,val","date,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,date,"arg,val","date,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,bigint,"arg,val","bigint,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,double,"arg,val","double,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,varchar,"arg,val","varchar,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,date,"arg,val","date,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
